Friendly name,prefix,body,description
deathfire,#deathfire,~#deathfire~,The monster erupts in a fiery explosion when it dies inflicting 10 AP fire damage to everyone in the area of effect.
deathincome,#deathincome,~#deathincome~,The effect death and growth has on income. Default is 2.
deathparalyze,#deathparalyze,~#deathparalyze~,The monster erupts in a paralyzing explosion on death forcing everyone in the area of effect to make a MR check or become paralyzed.
deathpower,#deathpower,~#deathpower~,The monster will get stat increases or decreases depending on the Death scale.
deathrange,#deathrange,~#deathrange~,All Death rituals cast in this province have their range increased by
deathrec,#deathrec,~#deathrec~,The monster is cheaper to recruit if there are Death scales in the province. Works identically to #chaosrec. Growth scales do not affect the price.
deathsupply,#deathsupply,~#deathsupply~,The effect death and growth has on supplies. Default is 10.
decscale,#decscale,~#decscale~,Decreases the specified scale in the province by one step.
decscale2,#decscale2,~#decscale2~,Decreases the specified scale in the province by two steps.
decscale3,#decscale3,~#decscale3~,Decreases the specified scale in the province by three steps.
decunrest,#decunrest,~#decunrest~,The site decreases unrest in the province. The value can be negative in order to increase unrest.
def,#def,~#def~,The item grants a defense bonus.
defchaos,#defchaos,~#defchaos~,Sets the default value of the chaos scale for this nation.
defcom1,#defcom1,~#defcom1~,Sets the secondary commander for this poptypes PD when PD is 20 or higher.
defcom2,#defcom2,~#defcom2~,Extra commander for fortified provinces with a province defense equal to or greater than 20.
defdeath,#defdeath,~#defdeath~,Sets the default value of the death scale for this nation.
defdrain,#defdrain,~#defdrain~,Sets the default value of the drain scale for this nation.
defector,#defector,~#defector~,The monster has a chance to become independent if owned by a player. The Unfettered form of the Eater of the Dead uses this mechanic. This command only affects commanders.
defence,#defence,~#defence~, Sets the province defence of the active nation. This command cannot be used for independent provinces.
defmisfortune,#defmisfortune,~#defmisfortune~,Sets the default value of the misfortune scale for this nation.
defmult1,#defmult1,~#defmult1~,Number of units per 10 points of defense. E.g. __#defmult1 20 will yield 2 units per point of defense which is also the default.
defmult1b,#defmult1b,~#defmult1b~,Number of units per 10 points of defense for the second unit type.
defmult1c,#defmult1c,~#defmult1c~,Number of units per 10 points of defense for the third unit type.
defmult1d,#defmult1d,~#defmult1d~,Number of units per 10 points of defense for the fourth unit type. The default value is 10.
defmult2,#defmult2,~#defmult2~,Number of bonus units per 10 points of defense equal to or greater than 20.
defmult2b,#defmult2b,~#defmult2b~,Number of units per 10 points of defense equal to or greater than 20 for the second bonus unit type. The default value is 10.
defsloth,#defsloth,~#defsloth~,Sets the default value of the sloth scale for this nation.
defunit1,#defunit1,~#defunit1~,Sets the first type of unit in the poptype PD.
defunit1b,#defunit1b,~#defunit1b~,Sets the second type of unit in the poptype PD.
defunit1c,#defunit1c,~#defunit1c~,Sets the third type of unit in the poptype PD.
defunit1d,#defunit1d,~#defunit1d~,Fourth type of standard unit for local defense. They appear like defunit1. Usually there is no fourth type and this command isnt used.
defunit2,#defunit2,~#defunit2~,Bonus units for local defense equal to or greater than 20 in provinces with forts only.
defunit2b,#defunit2b,~#defunit2b~,Second type of bonus units for local defense equal to or greater than 20 in provinces with forts.
delay,#delay,~#delay~,Succeeding event occurs  turns after this event. The succeeding event will not occur normally.
delay25,#delay25,~#delay25~,Succeeding event occurs  +/- 25% turns after this event. The succeeding event will not occur normally.
delay50,#delay50,~#delay50~,Succeeding event occurs  +/- 50% turns after this event. The succeeding event will not occur normally.
delayskip,#delayskip,~#delayskip~,"Use this command right after a delay command. This is the chance that the next next event will be used instead of the next one, when determining what delayed event to execute. The next next event will not occur normally."
delgod,#delgod,~#delgod~,Deletes a god that is otherwise gained through homerealm use.
demon,#demon,~#demon~,This monster is a demon.
demononly,#demononly,~#demononly~,The weapon only causes affects demons.
demononly,#demononly,~#demononly~,The weapon only causes affects demons.
demonundead,#demonundead,~#demonundead~,The weapon only affects demons and undead.
demonundead,#demonundead,~#demonundead~,The weapon only affects demons and undead.
descr,#descr,~#descr~,A full description of the nation.
description,#description,~#description~, The description of the map that is shown after selecting a map to play on. Use two newlines to add a new paragraph. Alternatively
deserter,#deserter,~#deserter~,A commander with this attribute has chance of deserting each month.
details,#details,~#details~,This command is not necessary. If used it will set the yellow spell detail text under the main spell description.
digest,#digest,~#digest~,The monster digests any swallowed creatures. Swallowed creatures take
disableoldnations,#disableoldnations,~#disableoldnations~,Disables all old nations (up to number 119)
disease,#disease,~#disease~,Every unit in the province has this chance of becoming diseased.
diseasecloud,#diseasecloud,~#diseasecloud~,Monster is surrounded by a disease cloud. Standard size is 6. The disease cloud adds the Plague Carrier icon to the monster.
diseaseres,#diseaseres,~#diseaseres~,Protects a unit when diseased. Value is the chance of not being negatively affected by the disease each month.
divineins,#divineins,~#divineins~,There can only be a number of divinely inspired researchers per province equal to the dominion strength in that province. Any extra divinely inspired researchers have their research value ignored. The monks of Man use this mechanic.  These commands cause the monster to produce permanent or temporary magic gems when it is a commander.
djinn,#djinn,~#djinn~,Use this for djinns with a humanoid body but no lower part.
dmg,#dmg,~#dmg~,Sets the damage value of the weapon. A spear has a damage value of 3 and a sword has 6.
doheal,#doheal,~#doheal~,Unit heals normally despite not usually being able to heal.
dom2title,#dom2title,~#dom2title~, The title of the map. This must be the first command for every map. The reason why this command is named #dom2title instead of #dom5title is because the map command syntax used here was first introduced in Dominions 2: The Ascension Wars and much of it has been kept the same since then.
domdeathsense,#domdeathsense,~#domdeathsense~,Number of unburied corpses will be known where this dominion has influence.
domimmortal,#domimmortal,~#domimmortal~,This monster is dominion immortal like a Phoenix.
dominion,#dominion,~#dominion~,The site will spread the gods dominion by automatically initiating a number of temple checks per month.
dominionstr,#dominionstr,~#dominionstr~, Sets the dominion strength of a nation to a value between 1 and 10.
domkill,#domkill,~#domkill~,The nations Dominion kills population like Ashen Empire Ermor. Value of 10=1%*Dominion killed every month.
dompower,#dompower,~#dompower~,The monster will get stat increases or decreases depending on the strength of the dominion in the province.
domrec,#domrec,~#domrec~,This monster can only be recruited if the dominion value of the province is at least this high.
domsail,#domsail,~#domsail~,The nations Dominion enables all units to sail like the dark vessels ability of Phaeacia.
domshape,#domshape,~#domshape~,The monster changes to this shape when inside a friendly dominion.
domsummon,#domsummon,~#domsummon~,Summons a number of monsters each month spent inside friendly dominion. The amount summoned is a dominion strength sided open ended die roll.
domsummon2,#domsummon2,~#domsummon2~,Half as effective as #domsummon.
domsummon20,#domsummon20,~#domsummon20~,A twentieth as effective as #domsummon.
domunrest,#domunrest,~#domunrest~,The nations Dominion causes unrest. Unrest increase is equal to value*0.1*dominion per month. Value can be negative for unrest reducing Dominions.
domversion,#domversion,~#domversion~, Set the minimum version of Dominions required to use this map. This number is usually 450 for Dominions 5 maps
domwar,#domwar,~#domwar~,Dominion conflict bonus.
doomhorror,#doomhorror,~#doomhorror~,Monsters with this tag are used as doom horrors.
douse,#douse,~#douse~,This monster gets a blood magic bonus when searching for blood slaves. Works like a Sanguine Dousing Rod (this item has a bonus of 1).
dragonlord,#dragonlord,~#dragonlord~,This monster will receive extra units when summoning Drakes of different kind.
drainimmune,#drainimmune,~#drainimmune~,The monster is immune to the effects of Drain scale like the Master Smiths of Ulm. There is no research penalty from Drain scale and in combat the fatigue costs of spells are not increased by the Drain scale. The monster gains all normal bonuses from an increased Magic scale.
